ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10309,50,84.7,3,4235,15-10-2019,2501,Shipped,Engine,102,S32_4485,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
10276,38,113.28,13,4304.64,02-08-2019,2572,Shipped,Engine,102,S32_4485,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Medium
10263,42,102.56,3,4307.52,28-06-2019,1765,Shipped,Engine,112,S24_1578,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10355,40,108.17,5,4326.8,07-12-2019,2452,Shipped,Engine,102,S32_4485,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10188,44,98.89,7,4351.16,18-11-2018,2670,Shipped,Engine,99,S32_1374,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10318,46,94.74,1,4358.04,02-11-2019,228,Shipped,Engine,95,S10_1678,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium
10299,38,115.32,7,4382.16,30-09-2019,2515,Shipped,Engine,102,S32_4485,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium
10309,41,107.18,5,4394.38,15-10-2019,245,Shipped,Engine,95,S10_1678,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
10329,42,104.67,1,4396.14,15-11-2019,216,Shipped,Engine,95,S10_1678,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10340,55,79.98,8,4398.9,24-11-2019,1719,Shipped,Engine,76,S24_2000,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium
10263,40,111.8,5,4472,28-06-2019,400,Shipped,Engine,118,S10_2016,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10189,28,161.16,1,4512.48,18-11-2018,793,Shipped,Engine,150,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10308,20,228.52,1,4570.4,15-10-2019,319,Shipped,Engine,193,S10_4698,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Medium
10389,45,102.17,1,4597.65,03-03-2020,1526,Shipped,Engine,112,S24_1578,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium
10378,28,164.63,9,4609.64,10-02-2020,1277,Shipped,Engine,62,S18_3782,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10169,35,132.55,13,4639.25,04-11-2018,805,Shipped,Engine,150,S12_2823,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10309,26,179.24,4,4660.24,15-10-2019,471,Shipped,Engine,150,S12_2823,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
10341,38,123.22,3,4682.36,24-11-2019,2568,Shipped,Engine,81,S50_4713,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium
10180,42,111.8,12,4695.6,11-11-2018,623,Shipped,Engine,118,S10_2016,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Medium
10375,41,114.68,15,4701.88,03-02-2020,2396,Shipped,Engine,102,S32_4485,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10211,41,114.84,14,4708.44,15-01-2019,510,Shipped,Engine,95,S10_1678,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10416,45,105.88,2,4764.6,10-05-2020,2149,Shipped,Engine,99,S32_1374,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10211,36,132.55,13,4771.8,15-01-2019,736,Shipped,Engine,150,S12_2823,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10362,50,96.92,2,4846,05-01-2020,1582,Shipped,Engine,112,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10365,44,113.28,2,4984.32,07-01-2020,2526,Shipped,Engine,81,S50_4713,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10401,49,101.89,1,4992.61,03-04-2020,2185,On Hold,Engine,99,S32_1374,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium
10331,32,157.08,4,5026.56,17-11-2019,2470,Shipped,Engine,102,S32_4485,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium
10390,36,141.11,2,5079.96,04-03-2020,1255,Shipped,Engine,62,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10402,59,87.6,3,5168.4,07-04-2020,1588,Shipped,Engine,76,S24_2000,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10145,33,156.86,8,5176.38,25-08-2018,723,Shipped,Engine,193,S10_4698,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10276,43,120.5,14,5181.5,02-08-2019,542,Shipped,Engine,150,S12_2823,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Medium
10403,45,115.32,5,5189.4,08-04-2020,2333,Shipped,Engine,102,S32_4485,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10145,37,140.35,9,5192.95,25-08-2018,699,Shipped,Engine,118,S10_2016,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10329,38,138.58,12,5266.04,15-11-2019,989,Shipped,Engine,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10104,35,47.62,11,1666.7,31-01-2018,3004,Shipped,Infotainment Systems,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10114,28,55.73,2,1560.44,01-04-2018,2945,Shipped,Infotainment Systems,54,S32_2509,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Small
10127,45,51.95,13,2337.75,03-06-2018,2883,Shipped,Infotainment Systems,54,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small
10141,24,45.99,7,1103.76,01-08-2018,2825,Shipped,Infotainment Systems,54,S32_2509,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small
10151,41,63.85,5,2617.85,21-09-2018,2775,Shipped,Infotainment Systems,54,S32_2509,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small
10165,48,45.99,14,2207.52,22-10-2018,2745,Shipped,Infotainment Systems,54,S32_2509,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small
10175,50,63.31,3,3165.5,06-11-2018,2731,Shipped,Infotainment Systems,54,S32_2509,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium
10184,33,62.77,8,2071.41,14-11-2018,2724,Shipped,Infotainment Systems,54,S32_2509,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Small
10195,32,43.29,8,1385.28,25-11-2018,2714,Shipped,Infotainment Systems,54,S32_2509,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small
10207,27,60.06,9,1621.62,09-12-2018,2701,Shipped,Infotainment Systems,54,S32_2509,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small
10219,35,55.19,4,1931.65,10-02-2019,2639,Shipped,Infotainment Systems,54,S32_2509,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small
10229,23,54.11,3,1244.53,11-03-2019,2611,Shipped,Infotainment Systems,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10246,35,48.7,7,1704.5,05-05-2019,2557,Shipped,Infotainment Systems,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10259,40,43.83,6,1753.2,15-06-2019,2517,Shipped,Infotainment Systems,54,S32_2509,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10271,35,47.62,7,1666.7,20-07-2019,2483,Shipped,Infotainment Systems,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10281,31,55.19,3,1710.89,19-08-2019,2454,Shipped,Infotainment Systems,54,S32_2509,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small
10292,50,46.53,10,2326.5,08-09-2019,2435,Shipped,Infotainment Systems,54,S32_2509,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10305,40,57.9,7,2316,13-10-2019,2401,Shipped,Infotainment Systems,54,S32_2509,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small
10313,38,45.45,1,1727.1,22-10-2019,2393,Shipped,Infotainment Systems,54,S32_2509,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10325,38,232.74,3,8844.12,05-11-2019,2380,Shipped,Infotainment Systems,54,S32_2509,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Large
10335,40,60.6,3,2424,19-11-2019,2367,Shipped,Infotainment Systems,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10349,33,46.53,1,1535.49,01-12-2019,2356,Shipped,Infotainment Systems,54,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small
10359,36,176.63,3,6358.68,15-12-2019,2343,Shipped,Infotainment Systems,54,S32_2509,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10371,20,66.47,2,1329.4,23-01-2020,2305,Shipped,Infotainment Systems,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10383,32,53.18,5,1701.76,22-02-2020,2276,Shipped,Infotainment Systems,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10394,36,62.77,3,2259.72,15-03-2020,2255,Shipped,Infotainment Systems,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10412,19,48.7,7,925.3,03-05-2020,2207,Shipped,Infotainment Systems,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10425,11,43.83,6,482.13,31-05-2020,2180,In Process,Infotainment Systems,54,S32_2509,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small
10103,45,75.63,7,3403.35,29-01-2018,3060,Shipped,Infotainment Systems,64,S32_3522,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
10113,23,68.52,1,1575.96,26-03-2018,3005,Shipped,Infotainment Systems,64,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10126,26,62.7,7,1630.2,28-05-2018,2943,Shipped,Infotainment Systems,64,S32_3522,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10140,28,60.76,7,1701.28,24-07-2018,2887,Shipped,Infotainment Systems,64,S32_3522,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small
10150,49,58.18,4,2850.82,19-09-2018,2831,Shipped,Infotainment Systems,64,S32_3522,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small
10164,49,54.94,5,2692.06,21-10-2018,2800,Resolved,Infotainment Systems,64,S32_3522,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Small
10175,29,74.98,12,2174.42,06-11-2018,2785,Shipped,Infotainment Systems,64,S32_3522,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Small
10183,49,64.64,4,3167.36,13-11-2018,2779,Shipped,Infotainment Systems,64,S32_3522,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10194,39,54.94,7,2142.66,25-11-2018,2768,Shipped,Infotainment Systems,64,S32_3522,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Small
10206,36,58.82,2,2117.52,05-12-2018,2759,Shipped,Infotainment Systems,64,S32_3522,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10217,39,62.05,7,2419.95,04-02-2019,2699,Shipped,Infotainment Systems,64,S32_3522,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10229,30,73.04,12,2191.2,11-03-2019,2665,Shipped,Infotainment Systems,64,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10245,44,69.16,5,3043.04,04-05-2019,2612,Shipped,Infotainment Systems,64,S32_3522,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium
10258,20,61.41,2,1228.2,15-06-2019,2571,Shipped,Infotainment Systems,64,S32_3522,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10270,21,63.35,5,1330.35,19-07-2019,2538,Shipped,Infotainment Systems,64,S32_3522,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small
10281,36,77.57,12,2792.52,19-08-2019,2508,Shipped,Infotainment Systems,64,S32_3522,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small
10291,32,71.75,7,2296,08-09-2019,2489,Shipped,Infotainment Systems,64,S32_3522,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small
10304,36,73.04,2,2629.44,11-10-2019,2457,Shipped,Infotainment Systems,64,S32_3522,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Small
10313,34,56.24,10,1912.16,22-10-2019,2447,Shipped,Infotainment Systems,64,S32_3522,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10324,48,171.03,4,8209.44,05-11-2019,2434,Shipped,Infotainment Systems,64,S32_3522,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Large
10348,31,101.29,5,3139.99,01-11-2019,2439,Shipped,Infotainment Systems,64,S32_3522,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium
10358,36,157.49,2,5669.64,10-12-2019,2401,Shipped,Infotainment Systems,64,S32_3522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10370,25,126.41,3,3160.25,20-01-2020,2361,Shipped,Infotainment Systems,64,S32_3522,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10382,48,141.66,8,6799.68,17-02-2020,2334,Shipped,Infotainment Systems,64,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10411,27,69.16,5,1867.32,01-05-2020,2261,Shipped,Infotainment Systems,64,S32_3522,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small
10424,44,61.41,2,2702.04,31-05-2020,2232,In Process,Infotainment Systems,64,S32_3522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10403,46,114.95,8,5287.7,08-04-2020,1491,Shipped,Engine,112,S24_1578,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10374,39,135.59,5,5288.01,02-02-2020,190,Shipped,Engine,118,S10_2016,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium
10318,47,112.88,7,5305.36,02-11-2019,2331,Shipped,Engine,99,S32_1374,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium
10180,48,111.57,10,5355.36,11-11-2018,1988,Shipped,Engine,112,S24_1578,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Medium
10375,49,110.34,8,5406.66,03-02-2020,2500,Shipped,Engine,81,S50_4713,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10223,47,115.37,4,5422.39,20-02-2019,525,Shipped,Engine,118,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10285,27,201.41,8,5438.07,27-08-2019,366,Shipped,Engine,193,S10_4698,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10299,47,116.08,10,5455.76,30-09-2019,1674,Shipped,Engine,112,S24_1578,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium
10188,48,114.84,1,5512.32,18-11-2018,567,Shipped,Engine,95,S10_1678,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10318,45,123.7,4,5566.5,02-11-2019,278,Shipped,Engine,118,S10_2016,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium
10168,50,114.95,2,5747.5,28-10-2018,2001,Shipped,Engine,112,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10251,44,130.83,5,5756.52,18-05-2019,440,Shipped,Engine,118,S10_2016,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium
10402,45,129.64,1,5833.8,07-04-2020,127,Shipped,Engine,118,S10_2016,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10329,26,225.7,3,5868.2,15-11-2019,290,Shipped,Engine,193,S10_4698,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10417,45,130.83,5,5887.35,13-05-2020,92,Disputed,Engine,118,S10_2016,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10388,44,135.26,6,5951.44,03-03-2020,337,Shipped,Engine,150,S12_2823,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Medium
10107,27,224.65,4,6065.55,24-02-2018,902,Shipped,Engine,193,S10_4698,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10224,43,141.58,6,6087.94,21-02-2019,700,Shipped,Engine,150,S12_2823,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Medium
10210,34,180.1,1,6123.4,12-01-2019,587,Shipped,Engine,193,S10_4698,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Medium
10375,37,171.71,3,6353.27,03-02-2020,2243,Shipped,Engine,99,S32_1374,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10263,48,134.05,1,6434.4,28-06-2019,576,Shipped,Engine,150,S12_2823,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10318,48,134.11,2,6437.28,02-11-2019,1643,Shipped,Engine,112,S24_1578,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium
10340,55,117.87,2,6482.85,24-11-2019,2311,Shipped,Engine,99,S32_1374,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium
10285,47,137.97,9,6484.59,27-08-2019,342,Shipped,Engine,118,S10_2016,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10104,33,112.28,7,3705.24,31-01-2018,3158,Shipped,Infotainment Systems,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10115,27,105.33,3,2843.91,04-04-2018,3096,Shipped,Infotainment Systems,115,S50_1392,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Small
10127,46,134.27,9,6176.42,03-06-2018,3037,Shipped,Infotainment Systems,115,S50_1392,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10141,44,125.01,3,5500.44,01-08-2018,2979,Shipped,Infotainment Systems,115,S50_1392,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
10151,26,123.85,1,3220.1,21-09-2018,2929,Shipped,Infotainment Systems,115,S50_1392,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium
10165,48,94.92,10,4556.16,22-10-2018,2899,Shipped,Infotainment Systems,115,S50_1392,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10176,23,135.43,9,3114.89,06-11-2018,2885,Shipped,Infotainment Systems,115,S50_1392,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10184,45,109.96,4,4948.2,14-11-2018,2878,Shipped,Infotainment Systems,115,S50_1392,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Medium
10195,49,105.33,4,5161.17,25-11-2018,2868,Shipped,Infotainment Systems,115,S50_1392,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Medium
10207,28,94.92,5,2657.76,09-12-2018,2855,Shipped,Infotainment Systems,115,S50_1392,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small
10220,37,107.65,9,3983.05,12-02-2019,2791,Shipped,Infotainment Systems,115,S50_1392,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Medium
10230,34,116.91,7,3974.94,15-03-2019,2761,Shipped,Infotainment Systems,115,S50_1392,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Medium
10246,22,133.11,3,2928.42,05-05-2019,2711,Shipped,Infotainment Systems,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10259,29,105.33,2,3054.57,15-06-2019,2671,Shipped,Infotainment Systems,115,S50_1392,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10271,34,98.39,3,3345.26,20-07-2019,2637,Shipped,Infotainment Systems,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10282,38,113.44,12,4310.72,20-08-2019,2607,Shipped,Infotainment Systems,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10292,41,121.54,6,4983.14,08-09-2019,2589,Shipped,Infotainment Systems,115,S50_1392,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10305,42,109.96,3,4618.32,13-10-2019,2555,Shipped,Infotainment Systems,115,S50_1392,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10314,28,121.54,12,3403.12,22-10-2019,2547,Shipped,Infotainment Systems,115,S50_1392,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium
10325,38,136.59,4,5190.42,05-11-2019,2534,Shipped,Infotainment Systems,115,S50_1392,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
10336,23,136.59,8,3141.57,20-11-2019,2520,Shipped,Infotainment Systems,115,S50_1392,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Medium
10350,31,71.4,8,2213.4,02-12-2019,2509,Shipped,Infotainment Systems,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
